Image,Quality,PSNR,SSIM,FSI,Payload,Max EC,Success
airplane,80,55.07811735983989,0.9974493259597683,124.0,2000,69516,Yes
airplane,80,53.129505145003904,0.9959573442297665,180.0,3000,69516,Yes
airplane,80,51.947200381940355,0.9947399957925918,205.0,4000,69516,Yes
airplane,80,51.00650015736058,0.9935160358303734,247.0,5000,69516,Yes
airplane,80,50.04788472160851,0.9919086662411599,286.0,6000,69516,Yes
airplane,80,49.22354309017753,0.9902306188178225,331.0,7000,69516,Yes
airplane,80,48.655262063418725,0.9889290895029564,361.0,8000,69516,Yes
airplane,80,48.07650641890599,0.9874994623700509,399.0,9000,69516,Yes
airplane,80,47.61505400858329,0.9861630614585499,465.0,10000,69516,Yes
airplane,80,47.0337867680569,0.9843263714972534,487.0,11000,69516,Yes
airplane,80,46.46892267470441,0.9830705872090129,523.0,12000,69516,Yes
airplane,80,46.112270600282145,0.9817356135180004,545.0,13000,69516,Yes
airplane,80,45.790828976251696,0.9806396274699727,544.0,14000,69516,Yes
airplane,80,45.41313427511309,0.9792197090423533,592.0,15000,69516,Yes
airplane,90,63.10245987401097,0.999538883036067,21.0,1000,103851,Yes
airplane,90,60.09294071828761,0.9990738836302464,88.0,2000,103851,Yes
airplane,90,58.1877349430761,0.9985460870860076,116.0,3000,103851,Yes
airplane,90,56.97276826013544,0.9980804441775691,146.0,4000,103851,Yes
airplane,90,55.95282860966264,0.9975767588013617,190.0,5000,103851,Yes
airplane,90,54.86006862812842,0.996921133228387,231.0,6000,103851,Yes
airplane,90,54.286961193562966,0.9965085416057867,238.0,7000,103851,Yes
airplane,90,53.62875950552933,0.9959671338825704,311.0,8000,103851,Yes
airplane,90,53.12374783876174,0.9954800390818396,291.0,9000,103851,Yes
airplane,90,52.571730712500695,0.9948855420169032,362.0,10000,103851,Yes
airplane,90,51.78407344174004,0.9939800690067966,405.0,11000,103851,Yes
airplane,90,51.51170579627903,0.9936011702460625,379.0,12000,103851,Yes
airplane,90,51.17780505392838,0.993105770829001,450.0,13000,103851,Yes
airplane,90,50.76211362885975,0.9924240544072889,487.0,14000,103851,Yes
airplane,90,50.44765614658655,0.9919165400643416,513.0,15000,103851,Yes
baboon,50,50.37669640666984,0.9951763704331413,64.0,1000,94578,Yes
baboon,50,47.167419547018824,0.9908383772147358,122.0,2000,94578,Yes
baboon,50,44.77888654757174,0.9851013492028308,158.0,3000,94578,Yes
baboon,50,43.64030243390002,0.9812081235896367,185.0,4000,94578,Yes
baboon,50,42.66574353467835,0.9773854285355178,235.0,5000,94578,Yes
baboon,50,41.641629390140594,0.9728659119326646,287.0,6000,94578,Yes
baboon,50,40.93376020933021,0.9694459914594246,309.0,7000,94578,Yes
baboon,50,40.235779295473584,0.9655340414310728,352.0,8000,94578,Yes
baboon,50,39.746570831467835,0.9627703981216184,376.0,9000,94578,Yes
baboon,50,39.17279181136258,0.9588425772148785,405.0,10000,94578,Yes
baboon,50,38.31756793622743,0.9546444016847819,435.0,11000,94578,Yes
baboon,50,37.967738064395704,0.9519395488183849,463.0,12000,94578,Yes
baboon,50,37.54148549145829,0.9488960377497514,482.0,13000,94578,Yes
baboon,50,37.1650287581514,0.9461402573784239,520.0,14000,94578,Yes
baboon,50,36.83016043412783,0.9434875193198237,567.0,15000,94578,Yes
baboon,60,51.493987844633374,0.9959903924824084,65.0,1000,108879,Yes
baboon,60,48.19351304020758,0.9920011535381187,118.0,2000,108879,Yes
baboon,60,46.48489549869743,0.9888150596763939,153.0,3000,108879,Yes
baboon,60,44.977388006130106,0.9851526625356188,214.0,4000,108879,Yes
baboon,60,43.936803850518764,0.9821110676218061,230.0,5000,108879,Yes
baboon,60,43.113242126751246,0.9790700555409563,265.0,6000,108879,Yes
baboon,60,42.47004769397917,0.9763644179102212,305.0,7000,108879,Yes
baboon,60,41.76663452151891,0.9729220838621404,331.0,8000,108879,Yes
baboon,60,41.00615966851819,0.9693631945986678,363.0,9000,108879,Yes
baboon,60,40.550113638483445,0.9667534099395054,404.0,10000,108879,Yes
baboon,60,40.08553396813455,0.9644115574763437,439.0,11000,108879,Yes
baboon,60,39.68445023773021,0.9619543410579602,472.0,12000,108879,Yes
baboon,60,39.24072474955334,0.9592570140799213,507.0,13000,108879,Yes
baboon,60,38.67655558452684,0.956162367274028,532.0,14000,108879,Yes
baboon,60,38.4011884379679,0.954175794619913,562.0,15000,108879,Yes
baboon,70,53.514528983842105,0.9973456898855678,77.0,1000,127848,Yes
baboon,70,50.099557131124435,0.994607784684958,120.0,2000,127848,Yes
baboon,70,48.63884287491476,0.9927510048157017,152.0,3000,127848,Yes
baboon,70,47.218386392846995,0.9904100611107453,210.0,4000,127848,Yes
baboon,70,45.916051925079046,0.9876336703308941,261.0,5000,127848,Yes
baboon,70,44.776039116343014,0.9851965576121394,272.0,6000,127848,Yes
baboon,70,44.16853442868339,0.9833007473316803,293.0,7000,127848,Yes
baboon,70,43.54280041381963,0.9811256192747249,351.0,8000,127848,Yes
baboon,70,43.02566317775028,0.9791501891168799,381.0,9000,127848,Yes
baboon,70,42.42996677057026,0.9766027431664834,391.0,10000,127848,Yes
baboon,70,41.9287815409501,0.9745380300893426,439.0,11000,127848,Yes
baboon,70,41.53402791429976,0.9728638149884489,450.0,12000,127848,Yes
baboon,70,41.114798753679295,0.9709189121452058,497.0,13000,127848,Yes
baboon,70,40.78167328912724,0.969145449084882,498.0,14000,127848,Yes
baboon,70,40.39733236552632,0.9669318440666061,543.0,15000,127848,Yes
baboon,80,56.78222772695691,0.9987042699040743,56.0,1000,158055,Yes
baboon,80,53.00136985797495,0.9970958265977444,90.0,2000,158055,Yes
baboon,80,51.266452058790065,0.9958745897364234,118.0,3000,158055,Yes
baboon,80,49.91198346405871,0.9945404418657458,128.0,4000,158055,Yes
baboon,80,48.451552060455256,0.9928093498747589,179.0,5000,158055,Yes
baboon,80,47.71983573095261,0.9915509451215224,190.0,6000,158055,Yes
baboon,80,46.850874897827396,0.9900644768061826,237.0,7000,158055,Yes
baboon,80,46.31732845999154,0.9890329567729299,273.0,8000,158055,Yes
baboon,80,45.472130257674365,0.9869812756459134,277.0,9000,158055,Yes
baboon,80,44.75812481295968,0.9852362453049075,298.0,10000,158055,Yes
baboon,80,44.4084900927662,0.9841877939923268,327.0,11000,158055,Yes
baboon,80,43.99782490164469,0.9828754517485632,361.0,12000,158055,Yes
baboon,80,43.60086458887331,0.9815993648137373,378.0,13000,158055,Yes
baboon,80,43.21417572324653,0.9802796748252068,396.0,14000,158055,Yes
baboon,80,42.74744778059982,0.9787772764610322,483.0,15000,158055,Yes
baboon,90,59.50723364590688,0.9993022512367911,44.0,1000,219996,Yes
baboon,90,56.099870893959704,0.9985393309117714,57.0,2000,219996,Yes
baboon,90,54.21031601194538,0.997812735472343,80.0,3000,219996,Yes
baboon,90,52.62544670033566,0.9969411674274279,128.0,4000,219996,Yes
baboon,90,51.706770410178926,0.9963318668239717,167.0,5000,219996,Yes
baboon,90,50.73535345316032,0.9954771080080183,157.0,6000,219996,Yes
baboon,90,50.070561447970725,0.9948093424582378,194.0,7000,219996,Yes
baboon,90,49.41819585314386,0.9940866792752834,231.0,8000,219996,Yes
baboon,90,48.381609068561524,0.9928065298586636,262.0,9000,219996,Yes
baboon,90,47.99481913786525,0.9922168172328958,295.0,10000,219996,Yes
baboon,90,47.54124248953596,0.9914067610328333,274.0,11000,219996,Yes
baboon,90,46.94504180525432,0.9904282277888754,331.0,12000,219996,Yes
baboon,90,46.60463693621229,0.9898347798956458,350.0,13000,219996,Yes
baboon,90,46.20820699519903,0.9890942485272284,381.0,14000,219996,Yes
baboon,90,45.759930614629525,0.9880855492464092,372.0,15000,219996,Yes
boat,50,50.33425223017821,0.9943658280298434,72.0,1000,50691,Yes
boat,50,47.73752005289844,0.9902311393136619,124.0,2000,50691,Yes
boat,50,45.583910380842156,0.9852093321993937,165.0,3000,50691,Yes
boat,50,44.139220672316064,0.981565172852685,194.0,4000,50691,Yes
boat,50,43.13239714449807,0.9778393807622314,255.0,5000,50691,Yes
boat,50,41.51778326261595,0.9714979272508333,284.0,6000,50691,Yes
boat,50,41.047823009957014,0.968771348816464,321.0,7000,50691,Yes
boat,50,40.41577276268001,0.9652683552905276,360.0,8000,50691,Yes
boat,50,39.90680345287062,0.9623436303366212,387.0,9000,50691,Yes
boat,50,39.431414472895064,0.9586248852793362,399.0,10000,50691,Yes
boat,50,38.88966894991439,0.9546650242073486,474.0,11000,50691,Yes
boat,50,38.240281706929345,0.9506530466618334,507.0,12000,50691,Yes
boat,50,37.958827524077705,0.9478839787911242,512.0,13000,50691,Yes
boat,50,37.665059738110045,0.9452148963437215,545.0,14000,50691,Yes
boat,50,37.31275796850875,0.9423412375779814,565.0,15000,50691,Yes
boat,60,51.81596461264864,0.9955711017754977,75.0,1000,59109,Yes
boat,60,49.15134125718814,0.9921907579609589,106.0,2000,59109,Yes
boat,60,47.023144337822,0.9877895316421547,165.0,3000,59109,Yes
boat,60,45.764933781032425,0.9847269160392175,193.0,4000,59109,Yes
boat,60,44.54868990820194,0.9808098501011976,251.0,5000,59109,Yes
boat,60,43.68578317622138,0.9779580147605177,285.0,6000,59109,Yes
boat,60,42.92962986136813,0.9752000985140185,322.0,7000,59109,Yes
boat,60,42.40408831575248,0.9728390742978332,348.0,8000,59109,Yes
boat,60,41.77197992068375,0.9697013169073898,409.0,9000,59109,Yes
boat,60,40.78940943620538,0.9655759118804408,435.0,10000,59109,Yes
boat,60,40.49850416905551,0.9637181248699634,446.0,11000,59109,Yes
boat,60,40.16292889417164,0.9615138584149315,494.0,12000,59109,Yes
boat,60,39.62329445952912,0.9586439874273391,546.0,13000,59109,Yes
boat,60,39.3151196878532,0.9563048489530708,570.0,14000,59109,Yes
boat,60,39.02538017289725,0.9541654770280151,608.0,15000,59109,Yes
boat,70,54.194291233074736,0.997286604323949,55.0,1000,70287,Yes
boat,70,51.116159139112725,0.9946583375502657,96.0,2000,70287,Yes
boat,70,49.21653880251555,0.9918651078368704,167.0,3000,70287,Yes
boat,70,48.10585918247291,0.9897902211299909,213.0,4000,70287,Yes
boat,70,46.69066919815707,0.9865626957655353,259.0,5000,70287,Yes
boat,70,46.055828978730545,0.9847750582897175,284.0,6000,70287,Yes
boat,70,45.26871949847832,0.982737786204408,344.0,7000,70287,Yes
boat,70,44.64449569316598,0.9806096892248432,387.0,8000,70287,Yes
boat,70,43.59163314256388,0.9771895680545344,421.0,9000,70287,Yes
boat,70,43.27136278751945,0.9758738758817139,449.0,10000,70287,Yes
boat,70,42.70153625820577,0.9739249450875556,459.0,11000,70287,Yes
boat,70,42.4027457104546,0.9725550083103958,479.0,12000,70287,Yes
boat,70,42.045762158949664,0.9708987631792334,532.0,13000,70287,Yes
boat,70,41.465049565351606,0.9680749722582654,560.0,14000,70287,Yes
boat,70,41.16260769363508,0.9665467430657768,593.0,15000,70287,Yes
boat,80,56.74341717129725,0.9983947337797299,81.0,1000,89472,Yes
boat,80,52.91656979028774,0.9961974978292331,148.0,2000,89472,Yes
boat,80,50.95286631956527,0.994173081887184,228.0,3000,89472,Yes
boat,80,48.92395489069064,0.991069373989918,254.0,4000,89472,Yes
boat,80,48.12039543520159,0.9893966862451126,318.0,5000,89472,Yes
boat,80,47.42199030331912,0.9877520950152829,345.0,6000,89472,Yes
boat,80,46.10288181698763,0.9841055288385012,427.0,7000,89472,Yes
boat,80,45.75994021211735,0.9829298319269426,447.0,8000,89472,Yes
boat,80,45.184759692407184,0.9811594952137154,503.0,9000,89472,Yes
boat,80,44.84937831620191,0.9799577144864169,478.0,10000,89472,Yes
boat,80,44.135587657894604,0.9769641305956348,607.0,11000,89472,Yes
boat,80,43.428529510502,0.9741505107098305,620.0,12000,89472,Yes
boat,80,43.22794931898085,0.9732368519403194,675.0,13000,89472,Yes
boat,80,42.92011684550265,0.9717869697851368,703.0,14000,89472,Yes
boat,80,42.65184737764014,0.9706171227556567,694.0,15000,89472,Yes
boat,90,59.970270803342416,0.9991730471348191,77.0,1000,136584,Yes
boat,90,56.157333293760196,0.9981251223275817,112.0,2000,136584,Yes
boat,90,53.986900534279975,0.9969780992795954,148.0,3000,136584,Yes
boat,90,52.63160684059018,0.9959484909445219,228.0,4000,136584,Yes
boat,90,51.32848536862482,0.9946845402490362,289.0,5000,136584,Yes
boat,90,50.26448410945852,0.9934459426062906,289.0,6000,136584,Yes
boat,90,49.337241442461554,0.9918753167174937,344.0,7000,136584,Yes
boat,90,48.78338943274281,0.9909319400080964,412.0,8000,136584,Yes
boat,90,47.92791663007804,0.9892255856410481,464.0,9000,136584,Yes
boat,90,47.21220061573095,0.9876065517940353,547.0,10000,136584,Yes
boat,90,46.87359950630761,0.9866231121851134,587.0,11000,136584,Yes
boat,90,46.48109790505315,0.985451255821375,614.0,12000,136584,Yes
boat,90,46.09685168523595,0.984354331465125,691.0,13000,136584,Yes
boat,90,45.755565956469695,0.9834771590209866,769.0,14000,136584,Yes
boat,90,45.37839709750392,0.9821502570545562,764.0,15000,136584,Yes
lake,50,50.76238692378376,0.9945093180376763,86.0,1000,55635,Yes
lake,50,47.62265200309137,0.9893248565819923,145.0,2000,55635,Yes
lake,50,45.080012679671704,0.9819688012581582,200.0,3000,55635,Yes
lake,50,43.857944790285586,0.9770355174645587,243.0,4000,55635,Yes
lake,50,42.780084406233016,0.971902510433357,293.0,5000,55635,Yes
lake,50,41.807260976439935,0.9674784203639115,338.0,6000,55635,Yes
lake,50,41.095230732882314,0.9631784922408043,363.0,7000,55635,Yes
lake,50,40.48762431096186,0.959859943105002,408.0,8000,55635,Yes
lake,50,39.846701622514686,0.9556143827525914,447.0,9000,55635,Yes
lake,50,39.16131914919673,0.9523777777863112,472.0,10000,55635,Yes
lake,50,38.76896388901739,0.9494064225993661,496.0,11000,55635,Yes
lake,50,38.377400399931425,0.9467700256298304,520.0,12000,55635,Yes
lake,50,38.01234137354857,0.9439477541534026,561.0,13000,55635,Yes
lake,50,37.45180735594288,0.9404807972486128,598.0,14000,55635,Yes
lake,50,37.253155320511546,0.9385920466640185,602.0,15000,55635,Yes
lake,60,52.27673165496532,0.9958770483993841,58.0,1000,64782,Yes
lake,60,49.26890700377561,0.9920544076341562,122.0,2000,64782,Yes
lake,60,47.38576507878637,0.9881891639841027,167.0,3000,64782,Yes
lake,60,45.982073800870566,0.9842249639073547,213.0,4000,64782,Yes
lake,60,44.54198535687584,0.9788260744833641,268.0,5000,64782,Yes
lake,60,43.68308726401228,0.9759132217612781,290.0,6000,64782,Yes
lake,60,42.90893176301018,0.9722948082935048,335.0,7000,64782,Yes
lake,60,42.18963559734086,0.9683837317493054,389.0,8000,64782,Yes
lake,60,41.354756495735174,0.9646651277001157,424.0,9000,64782,Yes
lake,60,40.95807610340951,0.9621921573181983,465.0,10000,64782,Yes
lake,60,40.42460798973601,0.9591724660795521,489.0,11000,64782,Yes
lake,60,39.99402790443718,0.9560935827011178,520.0,12000,64782,Yes
