Image,Quality,Position (a),Qt val,PSNR,SSIM,FSI,Count Modified
airplane,60,64,79.0,inf,1.0,18.0,0
baboon,60,2,9.0,46.816244312889204,0.9975211246382811,297.0,3805
baboon,60,3,10.0,46.26785348085127,0.9973305579473487,256.0,3625
baboon,60,4,11.0,45.83171470136363,0.9965445435404745,329.0,3366
baboon,60,5,10.0,46.392514120508466,0.9969443147704883,316.0,3510
baboon,60,6,8.0,47.89068398637557,0.9975688213932068,315.0,3524
baboon,60,7,13.0,45.11494069777599,0.9956787918094775,340.0,2915
baboon,60,8,11.0,45.92425745521062,0.9963431766584175,421.0,3310
baboon,60,9,10.0,46.72390152388462,0.997050449378285,357.0,3277
baboon,60,10,11.0,46.09432173184941,0.9965710156071156,359.0,3201
baboon,60,11,14.0,44.79581059051686,0.9960104490488063,300.0,2715
baboon,60,12,14.0,44.65380741881481,0.9958404189980244,352.0,2809
baboon,60,13,13.0,44.98661503627096,0.9957358262388947,456.0,3015
baboon,60,14,15.0,44.28767912892181,0.9951731103927286,420.0,2702
baboon,60,15,19.0,43.451244815074865,0.9952360844601198,323.0,2049
baboon,60,16,32.0,42.932877248539256,0.996459916218917,172.0,838
baboon,60,17,21.0,43.17033861977546,0.9954422165719442,516.0,1828
baboon,60,18,19.0,43.06134920728003,0.9947964407567632,558.0,2255
baboon,60,19,18.0,43.31057629096233,0.9952729202928953,477.0,2375
baboon,60,20,18.0,43.325810093593006,0.9952702794785315,424.0,2362
baboon,60,21,19.0,43.122675729453015,0.9952512440457703,422.0,2228
baboon,60,22,39.0,39.89524060566507,0.9942889783572424,164.0,1138
baboon,60,23,29.0,41.05004178547516,0.9950806142559827,336.0,1574
baboon,60,24,30.0,40.80238786157834,0.9948124629457389,363.0,1568
baboon,60,25,23.0,42.326560063124475,0.9952714044151145,481.0,1855
baboon,60,26,32.0,41.43506175293959,0.9953552402569694,282.0,1186
baboon,60,27,46.0,42.2486851318962,0.9970225660470375,120.0,478
baboon,60,28,41.0,44.375667479344195,0.998145676492818,138.0,368
baboon,60,29,49.0,46.45535069668314,0.9990762486325981,75.0,160
baboon,60,30,48.0,45.04628340787605,0.9986051557440674,113.0,230
baboon,60,31,46.0,42.1761036113725,0.9971745310600268,261.0,485
baboon,60,32,41.0,41.26335308317021,0.9962835843704578,430.0,755
baboon,60,33,45.0,39.869088373244516,0.9954804108284941,443.0,862
baboon,60,34,44.0,39.59307014643639,0.9950727409544899,448.0,963
baboon,60,35,51.0,39.328106380296724,0.9950875642923528,305.0,762
baboon,60,36,58.0,39.50293695270356,0.9954733990689926,235.0,567
baboon,60,37,74.0,39.65233105485447,0.9965629860222669,152.0,337
baboon,60,38,62.0,39.62362152738463,0.9962384371274606,211.0,482
baboon,60,39,51.0,40.29327087910045,0.9963088832182814,270.0,610
baboon,60,40,54.0,41.62711940603429,0.9974671074555029,200.0,400
baboon,60,41,70.0,43.00316018839601,0.9984431736564925,91.0,174
baboon,60,42,55.0,44.8948849033991,0.9987167068760974,141.0,182
baboon,60,43,44.0,47.076801170609876,0.9992568091110133,110.0,172
baboon,60,44,45.0,46.51886975843807,0.9990865415255561,112.0,187
baboon,60,45,64.0,46.41814725914286,0.9993028839292114,76.0,95
baboon,60,46,87.0,45.74708899951138,0.9993341326113869,68.0,60
baboon,60,47,65.0,42.67141910065079,0.998283659427732,193.0,217
baboon,60,48,70.0,41.55770151038956,0.9978570775267142,213.0,243
baboon,60,49,76.0,40.94599300489101,0.9975863087388289,253.0,237
baboon,60,50,78.0,43.4363185307607,0.9987313917212034,105.0,127
baboon,60,51,82.0,45.00057302115165,0.999114002363743,79.0,80
baboon,60,52,83.0,46.76372225200577,0.9994577424087224,38.0,52
baboon,60,53,82.0,50.238863056778484,0.9997448264923927,44.0,24
baboon,60,54,50.0,49.02051567103385,0.9995214336290541,85.0,85
baboon,60,55,62.0,51.429916822016665,0.9998103763661247,31.0,32
baboon,60,56,90.0,54.183996880148236,0.999919873588771,38.0,8
baboon,60,57,97.0,51.78199919022595,0.9998437933772811,25.0,12
baboon,60,58,90.0,46.682709296628666,0.9994690291157486,43.0,45
baboon,60,59,80.0,49.1873026950572,0.9997075099139436,49.0,32
baboon,60,60,96.0,55.68315207372474,0.9999423713244417,42.0,5
baboon,60,61,74.0,55.362612067525596,0.9999269383995891,16.0,9
baboon,60,62,81.0,55.11336912998858,0.9999453297198785,47.0,8
baboon,60,63,82.0,56.26541602960656,0.9999388632220496,51.0,6
baboon,60,64,79.0,56.602142819435684,0.9999521030453786,28.0,6
boat,60,2,9.0,47.48683845347489,0.9955305854523542,269.0,3246
boat,60,3,10.0,46.70344739056452,0.9947480287061913,278.0,3286
boat,60,4,11.0,46.86326776935399,0.9946479576593884,290.0,2658
boat,60,5,10.0,47.602170780307546,0.9956356395295126,296.0,2648
boat,60,6,8.0,48.949404554738564,0.9965255246444595,355.0,2768
boat,60,7,13.0,46.44528094992201,0.9944972230059905,286.0,2144
boat,60,8,11.0,47.459229844794415,0.9954443841011554,380.0,2327
boat,60,9,10.0,48.32258119307906,0.9962401977423722,325.0,2264
boat,60,10,11.0,47.793568457980484,0.995697890653038,352.0,2166
boat,60,11,14.0,47.873927467402254,0.9963860429009821,183.0,1336
boat,60,12,14.0,47.405290565266995,0.9959682477235676,286.0,1493
boat,60,13,13.0,47.36914818398717,0.9956567200376756,427.0,1737
boat,60,14,15.0,46.330858336646415,0.9948439334162837,359.0,1693
boat,60,15,19.0,44.9845673504445,0.9937961204433134,327.0,1439
boat,60,16,32.0,43.75359764829457,0.9942036824035732,113.0,695
boat,60,17,21.0,45.54829767764632,0.9949972442419773,274.0,1057
boat,60,18,19.0,46.215353019691825,0.9955788459903062,310.0,1092
boat,60,19,18.0,47.654350257635244,0.996849296548685,268.0,877
boat,60,20,18.0,48.3761889051724,0.9973756924399969,250.0,738
boat,60,21,19.0,49.384146771169846,0.997932379930093,264.0,528
boat,60,22,39.0,58.696281740617586,0.99986058704718,20.0,15
boat,60,23,29.0,52.862895908408085,0.9994332421850389,77.0,104
boat,60,24,30.0,49.587441055811425,0.9987789107049047,136.0,208
boat,60,25,23.0,47.86693733767304,0.9975196481117237,329.0,519
boat,60,26,32.0,45.81668502171168,0.9970081981777412,198.0,433
boat,60,27,46.0,43.995778484469554,0.9960145936040113,177.0,320
boat,60,28,41.0,44.111954917745734,0.9957637788449604,238.0,392
boat,60,29,49.0,44.808234826211546,0.9975349565490399,93.0,234
boat,60,30,48.0,45.7422210362732,0.9975628623437756,105.0,197
boat,60,31,46.0,46.90024815531572,0.9983327917226267,81.0,164
boat,60,32,41.0,49.045087112529195,0.9988991998211081,89.0,126
boat,60,33,45.0,53.016703098430675,0.9996278346661087,21.0,42
boat,60,34,44.0,58.29255713935411,0.9998885618238313,29.0,13
boat,60,35,51.0,inf,1.0,18.0,0
boat,60,36,58.0,inf,1.0,18.0,0
boat,60,37,74.0,inf,1.0,18.0,0
boat,60,38,62.0,inf,1.0,18.0,0
boat,60,39,51.0,60.4092449032784,0.9999606404234597,15.0,6
boat,60,40,54.0,57.27598219209654,0.9999031748205662,45.0,11
boat,60,41,70.0,52.0556529147124,0.9997041654638792,53.0,22
boat,60,42,55.0,48.53140618641013,0.999029458886906,102.0,79
boat,60,43,44.0,46.92027354891365,0.9983996457041269,158.0,179
boat,60,44,45.0,49.33483619043224,0.9992426126178583,53.0,98
boat,60,45,64.0,54.19536217687377,0.9998190440094408,22.0,16
boat,60,46,87.0,63.779220710433975,0.9999803372564608,29.0,1
boat,60,47,65.0,inf,1.0,18.0,0
boat,60,48,70.0,inf,1.0,18.0,0
boat,60,49,76.0,inf,1.0,18.0,0
boat,60,50,78.0,inf,1.0,18.0,0
boat,60,51,82.0,inf,1.0,18.0,0
boat,60,52,83.0,inf,1.0,18.0,0
boat,60,53,82.0,64.27753648534588,0.9999868605969584,19.0,1
boat,60,54,50.0,53.43339671299033,0.9997617355018044,54.0,31
boat,60,55,62.0,61.69339212846928,0.9999627723374025,18.0,3
boat,60,56,90.0,inf,1.0,18.0,0
boat,60,57,97.0,inf,1.0,18.0,0
boat,60,58,90.0,inf,1.0,18.0,0
boat,60,59,80.0,inf,1.0,18.0,0
boat,60,60,96.0,inf,1.0,18.0,0
boat,60,61,74.0,inf,1.0,18.0,0
boat,60,62,81.0,64.15909743030609,0.9999911811004654,18.0,1
boat,60,63,82.0,inf,1.0,18.0,0
boat,60,64,79.0,inf,1.0,18.0,0
lake,60,2,9.0,47.30136523746627,0.9954739163564381,246.0,3395
lake,60,3,10.0,46.91153157243061,0.9954848864449266,229.0,3122
lake,60,4,11.0,46.68509573559706,0.9944866339107628,300.0,2766
lake,60,5,10.0,47.5323706642257,0.9959165750263154,256.0,2697
lake,60,6,8.0,48.70052976601538,0.9963536225163245,330.0,2918
lake,60,7,13.0,46.341280343999514,0.9948517282731778,251.0,2194
lake,60,8,11.0,47.30608973743972,0.9957126499326608,320.0,2411
lake,60,9,10.0,48.04941516939237,0.9962369617441773,328.0,2412
lake,60,10,11.0,47.22381458751798,0.9948635339093531,424.0,2469
lake,60,11,14.0,46.78026073102281,0.9957497255395867,231.0,1718
lake,60,12,14.0,46.53194261774523,0.9954833827196445,291.0,1823
lake,60,13,13.0,46.72555544945234,0.9955335058691261,355.0,2015
lake,60,14,15.0,46.11982337757986,0.995232646750455,306.0,1772
lake,60,15,19.0,45.14223588113754,0.9946409052493804,249.0,1387
lake,60,16,32.0,45.13514040039942,0.9962780984671249,98.0,504
lake,60,17,21.0,45.481139643111284,0.995699954016285,315.0,1074
lake,60,18,19.0,45.419998026730504,0.995329778953812,378.0,1314
lake,60,19,18.0,46.02148500461332,0.9960206963538838,320.0,1273
lake,60,20,18.0,46.17589356834814,0.996174293656611,331.0,1220
lake,60,21,19.0,45.979852113223586,0.9959228659784066,283.0,1155
lake,60,22,39.0,45.64328001907101,0.9975400560213034,66.0,302
lake,60,23,29.0,45.973032575843106,0.9971219820652963,144.0,507
lake,60,24,30.0,45.52445040994879,0.9972032334058102,189.0,528
lake,60,25,23.0,45.95379192014719,0.9968047861937742,319.0,803
lake,60,26,32.0,46.127357978241214,0.9977253887169228,145.0,402
lake,60,27,46.0,49.79269771272894,0.9992566361333398,42.0,84
lake,60,28,41.0,47.7902432842653,0.9982954925135928,112.0,167
lake,60,29,49.0,53.03475451556019,0.9996607773977809,17.0,35
lake,60,30,48.0,55.4289798395467,0.999826229042723,11.0,21
lake,60,31,46.0,51.79773444505837,0.9996343062423219,43.0,53
lake,60,32,41.0,48.4471129433003,0.9989927004182879,135.0,144
lake,60,33,45.0,47.80123985380729,0.9988706659388937,126.0,139
lake,60,34,44.0,47.89987979135258,0.9989833041444183,108.0,142
lake,60,35,51.0,49.40218128853391,0.9992169416158714,64.0,75
lake,60,36,58.0,49.970776915080435,0.9991255919093144,45.0,51
lake,60,37,74.0,57.93647874380223,0.9999572725639239,12.0,5
lake,60,38,62.0,56.029351117111844,0.9998971295123892,19.0,11
lake,60,39,51.0,51.929961474710105,0.999634048217016,22.0,42
lake,60,40,54.0,54.66339264776031,0.9997918624093358,24.0,20
lake,60,41,70.0,62.39862743285224,0.9999624319921796,8.0,2
lake,60,42,55.0,59.005575822194196,0.9999440059641459,15.0,7
lake,60,43,44.0,62.50662966589951,0.9999374736972823,14.0,5
lake,60,44,45.0,69.27129755046084,0.9999944344324869,9.0,1
lake,60,45,64.0,66.15039752733685,0.9999944384948045,6.0,1
lake,60,46,87.0,inf,1.0,18.0,0
lake,60,47,65.0,63.07392701559454,0.9999847804226168,20.0,2
lake,60,48,70.0,inf,1.0,18.0,0
lake,60,49,76.0,inf,1.0,18.0,0
lake,60,50,78.0,inf,1.0,18.0,0
lake,60,51,82.0,63.980907010609286,0.9999771494445399,11.0,1
lake,60,52,83.0,inf,1.0,18.0,0
lake,60,53,82.0,inf,1.0,18.0,0
lake,60,54,50.0,inf,1.0,18.0,0
lake,60,55,62.0,inf,1.0,18.0,0
lake,60,56,90.0,inf,1.0,18.0,0
lake,60,57,97.0,inf,1.0,18.0,0
lake,60,58,90.0,inf,1.0,18.0,0
lake,60,59,80.0,inf,1.0,18.0,0
lake,60,60,96.0,inf,1.0,18.0,0
lake,60,61,74.0,inf,1.0,18.0,0
lake,60,62,81.0,inf,1.0,18.0,0
lake,60,63,82.0,inf,1.0,18.0,0
lake,60,64,79.0,inf,1.0,18.0,0
peppers,60,2,9.0,47.24447410664173,0.9927967131435759,278.0,3436
peppers,60,3,10.0,46.92575564819605,0.9927788428729576,283.0,3124
peppers,60,4,11.0,47.740259933234356,0.993619035487465,297.0,2169
peppers,60,5,10.0,48.152194523537666,0.9944758958003851,342.0,2338
peppers,60,6,8.0,49.387221078015465,0.9952750459056482,408.0,2497
peppers,60,7,13.0,47.7739454305992,0.9940991828266587,270.0,1578
peppers,60,8,11.0,48.54355932988604,0.9947932845102702,397.0,1819
peppers,60,9,10.0,49.642420202131916,0.9960714368712427,356.0,1667
peppers,60,10,11.0,49.0076837723783,0.9952208089351481,427.0,1639
peppers,60,11,14.0,50.06994000634141,0.9970676900984644,188.0,805
peppers,60,12,14.0,49.499870486659844,0.996667599575956,247.0,922
peppers,60,13,13.0,48.946005302191644,0.995897106433364,398.0,1209
peppers,60,14,15.0,48.747973566356826,0.995993692046698,291.0,970
peppers,60,15,19.0,47.890151038547714,0.9959130647453521,222.0,735
peppers,60,16,32.0,48.52351033345925,0.9976958699236571,55.0,232
peppers,60,17,21.0,49.135235418738006,0.9973919082851547,180.0,464
peppers,60,18,19.0,49.329221833456614,0.9973412094914484,218.0,535
peppers,60,19,18.0,49.76663962659355,0.9975516320158476,249.0,541
peppers,60,20,18.0,49.94743074627583,0.9976394614174044,213.0,515
peppers,60,21,19.0,50.14418063353951,0.997777776220407,179.0,444
peppers,60,22,39.0,50.005969399691914,0.9985903604152427,48.0,112
peppers,60,23,29.0,50.876660487148975,0.9987856529318813,91.0,165
peppers,60,24,30.0,50.91124809991726,0.9989419201925919,92.0,154
peppers,60,25,23.0,50.94035157848766,0.9986125137493145,165.0,256
peppers,60,26,32.0,50.71403937805036,0.9988168349001394,84.0,140
peppers,60,27,46.0,51.43115643390934,0.9991092067382118,80.0,59
peppers,60,28,41.0,49.52578771506894,0.9982919975720002,122.0,113
peppers,60,29,49.0,51.69380604867034,0.9992744666174503,51.0,48
peppers,60,30,48.0,55.49502294264407,0.9996803483655788,33.0,21
peppers,60,31,46.0,52.64821736436211,0.9993911697246065,52.0,44
peppers,60,32,41.0,53.264776840138595,0.9995098044367625,66.0,48
peppers,60,33,45.0,53.15629828958147,0.9995707602248649,55.0,41
peppers,60,34,44.0,52.76423374973789,0.9994455736809603,83.0,47
peppers,60,35,51.0,57.09724153843467,0.9997791544216853,37.0,13
peppers,60,36,58.0,52.40669051810361,0.9993906181317354,59.0,29
peppers,60,37,74.0,58.92546653178457,0.9999431184968826,30.0,4
peppers,60,38,62.0,63.859022648529134,0.999969444536776,27.0,2
peppers,60,39,51.0,55.105767466676234,0.9997859910494228,43.0,21
peppers,60,40,54.0,58.288088558276236,0.9998708474672829,30.0,9
peppers,60,41,70.0,60.68548400815753,0.9999303157840818,17.0,3
peppers,60,42,55.0,59.81322290479707,0.9999195677208546,33.0,6
peppers,60,43,44.0,59.04711203862224,0.9998900237356856,34.0,11
peppers,60,44,45.0,58.40579263148443,0.9998999272258299,28.0,12
peppers,60,45,64.0,63.39247375421135,0.9999646030315696,19.0,2
peppers,60,46,87.0,63.5286876264657,0.9999793448094508,18.0,1
peppers,60,47,65.0,63.12960989397749,0.9999868243696376,26.0,2
peppers,60,48,70.0,65.555671581677,0.9999885213402484,40.0,1
peppers,60,49,76.0,inf,1.0,18.0,0
peppers,60,50,78.0,inf,1.0,18.0,0
peppers,60,51,82.0,inf,1.0,18.0,0
peppers,60,52,83.0,inf,1.0,18.0,0
peppers,60,53,82.0,inf,1.0,18.0,0
peppers,60,54,50.0,62.531658494543436,0.9999698977916678,49.0,4
peppers,60,55,62.0,inf,1.0,18.0,0
peppers,60,56,90.0,inf,1.0,18.0,0
peppers,60,57,97.0,inf,1.0,18.0,0
peppers,60,58,90.0,inf,1.0,18.0,0
peppers,60,59,80.0,inf,1.0,18.0,0
peppers,60,60,96.0,inf,1.0,18.0,0
peppers,60,61,74.0,inf,1.0,18.0,0
peppers,60,62,81.0,inf,1.0,18.0,0
peppers,60,63,82.0,inf,1.0,18.0,0
peppers,60,64,79.0,inf,1.0,18.0,0
splash,60,2,9.0,48.16403130239959,0.9933238525233498,250.0,2793
splash,60,3,10.0,47.86198241236249,0.9928927644803197,306.0,2513
splash,60,4,11.0,48.46996303097308,0.9925311318740861,305.0,1836
splash,60,5,10.0,49.7416491108106,0.9947536126367283,328.0,1614
splash,60,6,8.0,50.161942350258045,0.9949368919203623,435.0,2078
splash,60,7,13.0,49.15826208572178,0.994402586660266,210.0,1139
splash,60,8,11.0,50.45373290408417,0.9951510422994773,332.0,1167
splash,60,9,10.0,50.58530211086537,0.9951663955730917,417.0,1338
splash,60,10,11.0,49.686592558974006,0.9939015859589643,436.0,1401
splash,60,11,14.0,51.002422470564724,0.9962287986420162,146.0,652
splash,60,12,14.0,51.1944442606488,0.9963567420192758,198.0,621
splash,60,13,13.0,50.92330096002908,0.995856213104103,324.0,766
splash,60,14,15.0,51.73148705386432,0.9969421159930796,170.0,490
splash,60,15,19.0,50.0433532571763,0.9971373451776753,196.0,450
splash,60,16,32.0,49.13281425313319,0.9975472338159933,99.0,201
splash,60,17,21.0,53.906614992637685,0.9987814826311375,82.0,154
splash,60,18,19.0,52.77189619868406,0.9981632286063593,143.0,241
splash,60,19,18.0,52.81966851564802,0.9980979813097288,140.0,267
splash,60,20,18.0,52.78131203643908,0.9979206623242388,181.0,268
splash,60,21,19.0,52.80870965662831,0.9980859202675676,123.0,241
splash,60,22,39.0,52.40708963080151,0.9989187586384369,54.0,64
splash,60,23,29.0,56.90765466867323,0.9994504992196099,32.0,41
splash,60,24,30.0,56.05218317758886,0.9995072299899392,55.0,47
splash,60,25,23.0,54.90673662578695,0.9991559380381987,99.0,102
splash,60,26,32.0,55.93800454874604,0.9995556440767033,39.0,42
splash,60,27,46.0,61.9984837530557,0.9999152709988084,18.0,5
splash,60,28,41.0,49.52745553457336,0.9973265417129517,125.0,112
splash,60,29,49.0,47.05703872827412,0.997753615792468,96.0,141
splash,60,30,48.0,inf,1.0,18.0,0
splash,60,31,46.0,66.20109395692916,0.9999892547591286,38.0,2
splash,60,32,41.0,60.511216595875595,0.99990737498804,31.0,9
splash,60,33,45.0,58.82303894049465,0.9998630218764806,47.0,11
splash,60,34,44.0,63.50349778890214,0.9999520809301466,29.0,4
splash,60,35,51.0,inf,1.0,18.0,0
splash,60,36,58.0,62.34364992999468,0.9999513493430412,23.0,3
splash,60,37,74.0,inf,1.0,18.0,0
splash,60,38,62.0,inf,1.0,18.0,0
splash,60,39,51.0,inf,1.0,18.0,0
splash,60,40,54.0,67.70872740975375,0.9999835612814197,14.0,1
splash,60,41,70.0,inf,1.0,18.0,0
splash,60,42,55.0,inf,1.0,18.0,0
splash,60,43,44.0,inf,1.0,18.0,0
splash,60,44,45.0,inf,1.0,18.0,0
splash,60,45,64.0,inf,1.0,18.0,0
splash,60,46,87.0,inf,1.0,18.0,0
splash,60,47,65.0,inf,1.0,18.0,0
splash,60,48,70.0,inf,1.0,18.0,0
splash,60,49,76.0,inf,1.0,18.0,0
splash,60,50,78.0,inf,1.0,18.0,0
splash,60,51,82.0,inf,1.0,18.0,0
splash,60,52,83.0,inf,1.0,18.0,0
splash,60,53,82.0,inf,1.0,18.0,0
splash,60,54,50.0,inf,1.0,18.0,0
splash,60,55,62.0,inf,1.0,18.0,0
splash,60,56,90.0,inf,1.0,18.0,0
splash,60,57,97.0,inf,1.0,18.0,0
splash,60,58,90.0,inf,1.0,18.0,0
splash,60,59,80.0,inf,1.0,18.0,0
splash,60,60,96.0,inf,1.0,18.0,0
splash,60,61,74.0,inf,1.0,18.0,0
splash,60,62,81.0,inf,1.0,18.0,0
splash,60,63,82.0,inf,1.0,18.0,0
splash,60,64,79.0,inf,1.0,18.0,0
airplane,70,2,7.0,49.81876647210623,0.99635830624148,275.0,3025
airplane,70,3,7.0,49.50766582385451,0.9960315733328963,304.0,3267
airplane,70,4,8.0,49.38925706857145,0.9957612076314373,227.0,2482
airplane,70,5,7.0,50.35477272399796,0.9965623920707535,338.0,2627
airplane,70,6,6.0,52.01150099494275,0.9976386334557562,299.0,2418
airplane,70,7,10.0,49.734764703288555,0.9969770057476138,208.0,1633
airplane,70,8,8.0,50.571447055825885,0.9970562350944445,332.0,1976
airplane,70,9,8.0,50.565754855650766,0.99708678832353,347.0,1984
airplane,70,10,8.0,50.43961399354483,0.9969125774763811,312.0,2020
airplane,70,11,11.0,49.40675720569239,0.9972191039672303,206.0,1435
airplane,70,12,10.0,50.15108666637691,0.9975022966346447,270.0,1476
airplane,70,13,10.0,50.15182536563171,0.9974275666461124,279.0,1507
airplane,70,14,11.0,49.53623928362663,0.9970457366969229,282.0,1417
airplane,70,15,14.0,49.10197925385088,0.9976526635534848,187.0,1010
airplane,70,16,24.0,48.260826907375616,0.9981256107730201,92.0,433
airplane,70,17,16.0,48.903935570154886,0.9978428821054214,217.0,807
airplane,70,18,14.0,49.038242084191594,0.9976531398513492,299.0,1027
airplane,70,19,13.0,49.53202818698764,0.9977564399048506,261.0,1055
airplane,70,20,13.0,49.69727252046617,0.9979204639145876,281.0,1013
airplane,70,21,14.0,49.66502805607057,0.9980923013899551,235.0,882
airplane,70,22,29.0,48.761898361611,0.9979723941357189,69.0,267
airplane,70,23,22.0,50.4070338202491,0.9989290334629152,131.0,314
airplane,70,24,22.0,48.79920582414306,0.9984490316780861,219.0,449
airplane,70,25,17.0,49.093968519674256,0.9981954609542246,293.0,701
airplane,70,26,24.0,48.18442943317031,0.9982923480550238,150.0,441
airplane,70,27,35.0,49.34674427239667,0.9989340756785274,65.0,161
airplane,70,28,31.0,50.11983372010609,0.9987904674460791,69.0,172
airplane,70,29,37.0,52.15988130794922,0.9992235925512393,59.0,75
airplane,70,30,36.0,54.44216489909421,0.9997468060324338,39.0,47
airplane,70,31,34.0,51.201527713938184,0.9993948315058404,90.0,111
airplane,70,32,31.0,49.70331238162228,0.9990694559281799,142.0,188
airplane,70,33,34.0,50.61625681970634,0.9993159282852743,87.0,127
airplane,70,34,33.0,52.02801048847195,0.9995251761618971,106.0,97
airplane,70,35,38.0,55.63057329360878,0.9998120667957502,35.0,32
airplane,70,36,43.0,50.17139381170117,0.998797794485298,101.0,88
airplane,70,37,55.0,64.50223977622781,0.9999649722410826,29.0,2
airplane,70,38,47.0,62.83598749678468,0.9999620931059894,18.0,4
airplane,70,39,38.0,56.066784781595786,0.9998526514657434,50.0,29
airplane,70,40,41.0,56.209814091966884,0.9998365732638669,35.0,24
airplane,70,41,52.0,57.963015910755104,0.9999465967563552,45.0,10
airplane,70,42,41.0,59.60615557033876,0.9999614176045325,31.0,11
airplane,70,43,33.0,59.13744904405013,0.9999207784531968,21.0,19
airplane,70,44,34.0,64.63796784812055,0.9999736142274135,30.0,5
airplane,70,45,48.0,68.65758067417016,0.9999973674278471,30.0,1
airplane,70,46,65.0,inf,1.0,18.0,0
airplane,70,47,49.0,inf,1.0,18.0,0
airplane,70,48,52.0,inf,1.0,18.0,0
airplane,70,49,57.0,inf,1.0,18.0,0
airplane,70,50,59.0,inf,1.0,18.0,0
airplane,70,51,62.0,inf,1.0,18.0,0
airplane,70,52,62.0,inf,1.0,18.0,0
airplane,70,53,62.0,inf,1.0,18.0,0
airplane,70,54,37.0,67.78301942772534,0.9999880455798819,20.0,2
airplane,70,55,46.0,inf,1.0,18.0,0
airplane,70,56,68.0,inf,1.0,18.0,0
airplane,70,57,73.0,inf,1.0,18.0,0
airplane,70,58,67.0,inf,1.0,18.0,0
airplane,70,59,60.0,inf,1.0,18.0,0
airplane,70,60,72.0,inf,1.0,18.0,0
airplane,70,61,55.0,inf,1.0,18.0,0
airplane,70,62,61.0,inf,1.0,18.0,0
airplane,70,63,62.0,inf,1.0,18.0,0
airplane,70,64,59.0,inf,1.0,18.0,0
baboon,70,2,7.0,48.78389004485159,0.9984112242026164,286.0,3861
baboon,70,3,7.0,48.82521562143616,0.9983989168038131,269.0,3810
baboon,70,4,8.0,47.96668346731819,0.9978263392859699,268.0,3461
baboon,70,5,7.0,48.83572567058438,0.9981629520672274,328.0,3723
baboon,70,6,6.0,50.22861921134529,0.9985719741433192,274.0,3648
baboon,70,7,10.0,46.96024920085964,0.9970781738214197,325.0,3090
baboon,70,8,8.0,48.15019712442273,0.997705110292407,362.0,3462
baboon,70,9,8.0,48.18602314670281,0.9978087437964677,318.0,3418
baboon,70,10,8.0,48.230530235424624,0.9978037879450811,294.0,3372
baboon,70,11,11.0,46.20293223598015,0.9967938158143378,365.0,2999
baboon,70,12,10.0,46.898439039429356,0.9972426315308132,351.0,3120
baboon,70,13,10.0,46.972476413898356,0.9971670084652468,385.0,3142
baboon,70,14,11.0,46.237408235797446,0.9966842645579828,444.0,3024
baboon,70,15,14.0,45.406334435961504,0.9965689466492866,312.0,2363
baboon,70,16,24.0,43.75003755752229,0.9965619414362425,226.0,1222
baboon,70,17,16.0,44.73544492833866,0.9963638521510659,511.0,2113
baboon,70,18,14.0,45.03980629387358,0.9961666398727139,548.0,2572
baboon,70,19,13.0,45.282386152344415,0.9963687507338467,500.0,2801
baboon,70,20,13.0,45.266937077893054,0.9962896674920014,436.0,2805
baboon,70,21,14.0,45.13386893096519,0.9966029347116168,371.0,2509
baboon,70,22,29.0,41.3919546604651,0.9951955831080436,229.0,1459
baboon,70,23,22.0,42.702077323351645,0.9959949602485774,353.0,1851
baboon,70,24,22.0,42.43477984726237,0.9955092628279715,413.0,1949
baboon,70,25,17.0,43.95737649819346,0.995952221019316,521.0,2285
baboon,70,26,24.0,42.77991043947446,0.996075237997198,309.0,1534
baboon,70,27,35.0,42.510629139752,0.9968291103653655,191.0,775
baboon,70,28,31.0,44.58641029956041,0.9979802949318106,164.0,615
baboon,70,29,37.0,46.06441639868834,0.9988646317531973,128.0,305
baboon,70,30,36.0,44.77250538753309,0.9983397713243728,177.0,435
baboon,70,31,34.0,42.83828880981587,0.9972821438984613,338.0,761
baboon,70,32,31.0,42.06698077190847,0.9963590784912575,528.0,1091
baboon,70,33,34.0,41.06886907473686,0.9960211742852414,458.0,1146
baboon,70,34,33.0,40.697930698379295,0.9953890007868622,475.0,1316
baboon,70,35,38.0,40.58435763247659,0.9958268211095949,325.0,1025
baboon,70,36,43.0,40.34027696270731,0.9956663741933411,280.0,846
baboon,70,37,55.0,40.0618099071965,0.9964265729228985,137.0,553
baboon,70,38,47.0,40.11974205356133,0.9962310628814838,245.0,748
baboon,70,39,38.0,41.15608940963159,0.9965871935279792,344.0,898
baboon,70,40,41.0,41.693832390381935,0.9970985340326022,291.0,683
baboon,70,41,52.0,42.9473674326583,0.9981207551108658,151.0,319
baboon,70,42,41.0,44.9388074174488,0.9985905660653711,188.0,322
baboon,70,43,33.0,46.53116309601492,0.9989742725800647,179.0,345
baboon,70,44,34.0,46.7415157963804,0.9990868663239812,167.0,310
baboon,70,45,48.0,45.200517705160344,0.998964044761922,135.0,222
baboon,70,46,65.0,44.60780784927529,0.9990244710174389,93.0,139
baboon,70,47,49.0,42.20204639719421,0.9977715284073453,315.0,425
baboon,70,48,52.0,41.36039854357709,0.9974547494403931,349.0,460
baboon,70,49,57.0,40.884733396740806,0.9973032522317521,289.0,427
baboon,70,50,59.0,42.557011431309874,0.9982072527381859,152.0,271
baboon,70,51,62.0,43.38038266014344,0.9986452634112235,127.0,203
