Image,Quality,PSNR,SSIM,FSI,Payload,Max EC,Success
airplane,50,inf,1.0,18.0,1000,241018,No
airplane,50,inf,1.0,18.0,2000,241018,No
airplane,50,38.83678002489343,0.9448089602295221,1365.0,3000,241018,Yes
airplane,50,38.63168081293957,0.9402653462210602,1591.0,4000,241018,Yes
airplane,50,38.42425482789682,0.9353287887813124,1813.0,5000,241018,No
airplane,50,38.42425482789682,0.9353287887813124,1813.0,6000,241018,No
airplane,50,38.42425482789682,0.9353287887813124,1813.0,7000,241018,No
airplane,50,36.00423563679567,0.8982957187375789,2863.0,8000,241018,Yes
airplane,50,35.88716941317703,0.8935857438546867,3049.0,9000,241018,Yes
airplane,50,35.755100971287575,0.8880824898752638,3243.0,10000,241018,Yes
airplane,50,35.6460576830781,0.8831026801954435,3444.0,11000,241018,Yes
airplane,50,35.63352461821757,0.8829182278927664,3452.0,12000,241018,No
airplane,50,35.63352461821757,0.8829182278927664,3452.0,13000,241018,No
airplane,50,34.19328277933594,0.8602531544904656,4662.0,14000,241018,Yes
airplane,50,inf,1.0,18.0,15000,241018,No
airplane,60,inf,1.0,18.0,1000,229640,No
airplane,60,inf,1.0,18.0,2000,229640,No
airplane,60,39.9714577283944,0.9536700537032059,1422.0,3000,229640,Yes
airplane,60,39.78049924254235,0.9501861617866721,1641.0,4000,229640,No
airplane,60,39.78049924254235,0.9501861617866721,1641.0,5000,229640,No
airplane,60,39.78049924254235,0.9501861617866721,1641.0,6000,229640,No
airplane,60,37.34640707581934,0.9193737365369762,2720.0,7000,229640,Yes
airplane,60,37.23166117459991,0.9155266253091247,2916.0,8000,229640,Yes
airplane,60,37.132679832074594,0.9122052595182913,3095.0,9000,229640,Yes
airplane,60,37.12765358263267,0.9121544106656491,3099.0,10000,229640,No
airplane,60,37.12765358263267,0.9121544106656491,3099.0,11000,229640,No
airplane,60,35.67463069866338,0.8907868843190473,4395.0,12000,229640,Yes
airplane,60,35.608827861144675,0.8878667905322493,4578.0,13000,229640,Yes
airplane,60,35.53089976778218,0.8842367945697209,4757.0,14000,229640,Yes
airplane,60,inf,1.0,18.0,15000,229640,No
airplane,70,inf,1.0,18.0,1000,214200,No
airplane,70,42.4438316267318,0.9717664905476743,1217.0,2000,214200,Yes
airplane,70,42.32328760391286,0.9704976741075008,1341.0,3000,214200,No
airplane,70,39.67352048310294,0.9488476472929394,2269.0,4000,214200,Yes
airplane,70,39.56408700751093,0.9466479942942108,2429.0,5000,214200,Yes
airplane,70,39.45527524153984,0.9443274058672009,2600.0,6000,214200,Yes
airplane,70,39.41786161334541,0.9435932728884734,2669.0,7000,214200,No
airplane,70,37.84481950280954,0.9259134852206362,3798.0,8000,214200,Yes
