Image,Quality,Payload,PSNR,SSIM,FSI,Max EC,Success,,Image,Quality,PSNR,SSIM,FSI,Payload,Max EC,Success,,PSNR DESC,PSNR ASC,SELISIH,,SSIM DESC,SSIM ASC,SELISIH
baboon,80,8000,51.55362245,0.998747039,37,158055,Yes,,baboon,80,51.41980066,0.999533225,21,8000,158055,Yes,,51.55362245,51.41980066,0.133821788,,0.998747039,0.999533225,-0.000786186
baboon,80,9000,51.02062503,0.998715023,-14,158055,Yes,,baboon,80,50.92717883,0.999330673,16,9000,158055,Yes,,51.02062503,50.92717883,0.093446202,,0.998715023,0.999330673,-0.00061565
baboon,80,10000,50.54378222,0.998688856,3,158055,Yes,,baboon,80,50.49299804,0.999051439,18,10000,158055,Yes,,50.54378222,50.49299804,0.050784178,,0.998688856,0.999051439,-0.000362583
baboon,80,11000,50.11891714,0.998663041,-4,158055,Yes,,baboon,80,50.12573063,0.998678084,33,11000,158055,Yes,,50.11891714,50.12573063,-0.006813488,,0.998663041,0.998678084,-1.50426E-05
baboon,80,12000,49.82612812,0.998322284,26,158055,Yes,,baboon,80,49.82642187,0.998650361,22,12000,158055,Yes,,49.82612812,49.82642187,-0.000293747,,0.998322284,0.998650361,-0.000328077
baboon,80,13000,49.5440773,0.998079485,33,158055,Yes,,baboon,80,49.54944831,0.998631264,60,13000,158055,Yes,,49.5440773,49.54944831,-0.005371015,,0.998079485,0.998631264,-0.000551779
baboon,80,14000,49.27804556,0.997898681,31,158055,Yes,,baboon,80,49.29152982,0.998607425,19,14000,158055,Yes,,49.27804556,49.29152982,-0.013484263,,0.997898681,0.998607425,-0.000708744
baboon,80,15000,49.0278216,0.997785318,20,158055,Yes,,baboon,80,49.03616007,0.998577765,31,15000,158055,Yes,,49.0278216,49.03616007,-0.008338473,,0.997785318,0.998577765,-0.000792447
baboon,90,1000,64.77119053,0.999842857,10,219996,Yes,,baboon,90,64.38808512,0.999990383,33,1000,219996,Yes,,64.77119053,64.38808512,0.383105414,,0.999842857,0.999990383,-0.000147526
baboon,90,2000,61.77237075,0.99972363,-12,219996,Yes,,baboon,90,61.37568627,0.999979178,-9,2000,219996,Yes,,61.77237075,61.37568627,0.396684475,,0.99972363,0.999979178,-0.000255548
baboon,90,3000,59.96748824,0.999635936,-8,219996,Yes,,baboon,90,59.62901937,0.999965728,25,3000,219996,Yes,,59.96748824,59.62901937,0.338468873,,0.999635936,0.999965728,-0.000329792
baboon,90,4000,58.73742584,0.999578552,6,219996,Yes,,baboon,90,58.38238142,0.999949227,-12,4000,219996,Yes,,58.73742584,58.38238142,0.355044416,,0.999578552,0.999949227,-0.000370675
baboon,90,5000,57.71896169,0.999534863,13,219996,Yes,,baboon,90,57.4692193,0.99993021,-18,5000,219996,Yes,,57.71896169,57.4692193,0.24974239,,0.999534863,0.99993021,-0.000395347
baboon,90,6000,56.88682875,0.999503022,-14,219996,Yes,,baboon,90,56.69744065,0.999905682,24,6000,219996,Yes,,56.88682875,56.69744065,0.189388096,,0.999503022,0.999905682,-0.00040266
baboon,90,7000,56.23329645,0.999480996,17,219996,Yes,,baboon,90,56.02292249,0.999870297,3,7000,219996,Yes,,56.23329645,56.02292249,0.21037396,,0.999480996,0.999870297,-0.000389301
baboon,90,8000,55.64737424,0.999462625,-1,219996,Yes,,baboon,90,55.45368436,0.999821245,14,8000,219996,Yes,,55.64737424,55.45368436,0.193689876,,0.999462625,0.999821245,-0.00035862
baboon,90,9000,55.1122115,0.999447266,29,219996,Yes,,baboon,90,54.95909631,0.99975318,-19,9000,219996,Yes,,55.1122115,54.95909631,0.153115186,,0.999447266,0.99975318,-0.000305914
baboon,90,10000,54.65043862,0.999435125,-25,219996,Yes,,baboon,90,54.49750069,0.999646074,-4,10000,219996,Yes,,54.65043862,54.49750069,0.152937934,,0.999435125,0.999646074,-0.000210949
baboon,90,11000,54.23895884,0.999424776,16,219996,Yes,,baboon,90,54.10054354,0.999518396,-3,11000,219996,Yes,,54.23895884,54.10054354,0.138415301,,0.999424776,0.999518396,-9.36204E-05
baboon,90,12000,53.89366861,0.999391899,-28,219996,Yes,,baboon,90,53.76701195,0.999390406,1,12000,219996,Yes,,53.89366861,53.76701195,0.126656661,,0.999391899,0.999390406,1.49338E-06
baboon,90,13000,53.71396106,0.999314914,-31,219996,Yes,,baboon,90,53.59738081,0.999385698,-4,13000,219996,Yes,,53.71396106,53.59738081,0.116580253,,0.999314914,0.999385698,-7.0784E-05
baboon,90,14000,53.53196157,0.999252222,2,219996,Yes,,baboon,90,53.41814531,0.999379178,-16,14000,219996,Yes,,53.53196157,53.41814531,0.113816261,,0.999252222,0.999379178,-0.000126956
baboon,90,15000,53.35187768,0.999208133,-40,219996,Yes,,baboon,90,53.25937711,0.999372366,-30,15000,219996,Yes,,53.35187768,53.25937711,0.092500574,,0.999208133,0.999372366,-0.000164233
boat,50,1000,54.79864025,0.998282275,80,50691,Yes,,boat,50,53.13773563,0.999681263,23,1000,50691,Yes,,54.79864025,53.13773563,1.660904621,,0.998282275,0.999681263,-0.001398988
boat,50,2000,51.32053581,0.996924176,84,50691,Yes,,boat,50,50.05951823,0.999119169,37,2000,50691,Yes,,51.32053581,50.05951823,1.261017583,,0.996924176,0.999119169,-0.002194993
boat,50,3000,49.35721267,0.995775376,106,50691,Yes,,boat,50,48.40600444,0.998415098,39,3000,50691,Yes,,49.35721267,48.40600444,0.951208229,,0.995775376,0.998415098,-0.002639722
boat,50,4000,47.99779057,0.994785747,118,50691,Yes,,boat,50,47.27814624,0.997611523,69,4000,50691,Yes,,47.99779057,47.27814624,0.719644333,,0.994785747,0.997611523,-0.002825776
boat,50,5000,46.94129865,0.993955715,142,50691,Yes,,boat,50,46.37217787,0.996576957,89,5000,50691,Yes,,46.94129865,46.37217787,0.569120783,,0.993955715,0.996576957,-0.002621242
boat,50,6000,46.08011297,0.993341604,142,50691,Yes,,boat,50,45.69471835,0.995527937,75,6000,50691,Yes,,46.08011297,45.69471835,0.385394624,,0.993341604,0.995527937,-0.002186333
boat,50,7000,45.30157646,0.992834106,151,50691,Yes,,boat,50,45.10312653,0.994123421,104,7000,50691,Yes,,45.30157646,45.10312653,0.198449934,,0.992834106,0.994123421,-0.001289315
boat,50,8000,44.64215789,0.992329406,156,50691,Yes,,boat,50,44.68647788,0.992497074,170,8000,50691,Yes,,44.64215789,44.68647788,-0.044319986,,0.992329406,0.992497074,-0.000167668
boat,50,9000,44.11815849,0.990842497,222,50691,Yes,,boat,50,44.26113308,0.992245573,181,9000,50691,Yes,,44.11815849,44.26113308,-0.142974593,,0.990842497,0.992245573,-0.001403076
boat,50,10000,43.71955505,0.989856635,244,50691,Yes,,boat,50,43.87995757,0.991854536,163,10000,50691,Yes,,43.71955505,43.87995757,-0.16040252,,0.989856635,0.991854536,-0.001997901
boat,50,11000,43.3903209,0.989109232,247,50691,Yes,,boat,50,43.52668427,0.991354687,172,11000,50691,Yes,,43.3903209,43.52668427,-0.13636337,,0.989109232,0.991354687,-0.002245455
boat,50,12000,43.056902,0.98842381,262,50691,Yes,,boat,50,43.19953543,0.990645281,170,12000,50691,Yes,,43.056902,43.19953543,-0.14263343,,0.98842381,0.990645281,-0.002221471
boat,50,13000,42.76494641,0.987964467,238,50691,Yes,,boat,50,42.87973444,0.989682579,212,13000,50691,Yes,,42.76494641,42.87973444,-0.114788026,,0.987964467,0.989682579,-0.001718112
boat,50,14000,42.47137076,0.987674468,248,50691,Yes,,boat,50,42.55626783,0.988417511,252,14000,50691,Yes,,42.47137076,42.55626783,-0.084897068,,0.987674468,0.988417511,-0.000743043
boat,50,15000,42.06071526,0.986611672,293,50691,Yes,,boat,50,42.17962048,0.987188756,296,15000,50691,Yes,,42.06071526,42.17962048,-0.118905216,,0.986611672,0.987188756,-0.000577084
boat,60,1000,56.23104946,0.998528286,84,59109,Yes,,boat,60,54.8665486,0.999778363,29,1000,59109,Yes,,56.23104946,54.8665486,1.364500863,,0.998528286,0.999778363,-0.001250077
boat,60,2000,52.91447584,0.997389368,105,59109,Yes,,boat,60,51.71931933,0.999420654,25,2000,59109,Yes,,52.91447584,51.71931933,1.195156514,,0.997389368,0.999420654,-0.002031286
boat,60,3000,50.93804267,0.996504019,120,59109,Yes,,boat,60,50.04979141,0.998943075,31,3000,59109,Yes,,50.93804267,50.04979141,0.888251261,,0.996504019,0.998943075,-0.002439056
boat,60,4000,49.63407496,0.995759101,128,59109,Yes,,boat,60,48.80719375,0.998306156,36,4000,59109,Yes,,49.63407496,48.80719375,0.826881214,,0.995759101,0.998306156,-0.002547055
boat,60,5000,48.52251303,0.995082708,137,59109,Yes,,boat,60,47.95818903,0.997603221,45,5000,59109,Yes,,48.52251303,47.95818903,0.564323999,,0.995082708,0.997603221,-0.002520513
boat,60,6000,47.64906842,0.99455639,131,59109,Yes,,boat,60,47.24170572,0.996810537,69,6000,59109,Yes,,47.64906842,47.24170572,0.407362701,,0.99455639,0.996810537,-0.002254147
boat,60,7000,46.8706734,0.994114695,160,59109,Yes,,boat,60,46.63444382,0.99577371,61,7000,59109,Yes,,46.8706734,46.63444382,0.236229583,,0.994114695,0.99577371,-0.001659015
boat,60,8000,46.19816282,0.993809403,165,59109,Yes,,boat,60,46.1463253,0.99443099,135,8000,59109,Yes,,46.19816282,46.1463253,0.051837521,,0.993809403,0.99443099,-0.000621587
boat,60,9000,45.67143784,0.992909627,211,59109,Yes,,boat,60,45.77553532,0.993849915,149,9000,59109,Yes,,45.67143784,45.77553532,-0.104097477,,0.992909627,0.993849915,-0.000940288
boat,60,10000,45.25439515,0.991986768,251,59109,Yes,,boat,60,45.42697931,0.993647498,154,10000,59109,Yes,,45.25439515,45.42697931,-0.172584165,,0.991986768,0.993647498,-0.00166073
boat,60,11000,44.91318399,0.991295322,240,59109,Yes,,boat,60,45.10497502,0.993321344,169,11000,59109,Yes,,44.91318399,45.10497502,-0.191791032,,0.991295322,0.993321344,-0.002026022
boat,60,12000,44.62602802,0.990778996,246,59109,Yes,,boat,60,44.81985984,0.992897465,187,12000,59109,Yes,,44.62602802,44.81985984,-0.193831819,,0.990778996,0.992897465,-0.002118469
boat,60,13000,44.35335344,0.990340935,253,59109,Yes,,boat,60,44.52834702,0.992320733,191,13000,59109,Yes,,44.35335344,44.52834702,-0.174993576,,0.990340935,0.992320733,-0.001979798
boat,60,14000,44.09636687,0.990025488,275,59109,Yes,,boat,60,44.24202977,0.991626224,178,14000,59109,Yes,,44.09636687,44.24202977,-0.1456629,,0.990025488,0.991626224,-0.001600736
boat,60,15000,43.84696465,0.989803389,287,59109,Yes,,boat,60,43.92667351,0.990624157,240,15000,59109,Yes,,43.84696465,43.92667351,-0.079708856,,0.989803389,0.990624157,-0.000820768
boat,70,1000,58.28877573,0.999024893,71,70287,Yes,,boat,70,57.10442957,0.999861276,-7,1000,70287,Yes,,58.28877573,57.10442957,1.184346163,,0.999024893,0.999861276,-0.000836383
boat,70,2000,55.30311398,0.998296349,89,70287,Yes,,boat,70,54.19402354,0.999655164,-15,2000,70287,Yes,,55.30311398,54.19402354,1.109090436,,0.998296349,0.999655164,-0.001358815
boat,70,3000,53.44104255,0.997744795,100,70287,Yes,,boat,70,52.46086034,0.999351913,3,3000,70287,Yes,,53.44104255,52.46086034,0.980182207,,0.997744795,0.999351913,-0.001607118
boat,70,4000,52.06031808,0.99725039,86,70287,Yes,,boat,70,51.2714,0.99899793,12,4000,70287,Yes,,52.06031808,51.2714,0.788918084,,0.99725039,0.99899793,-0.00174754
boat,70,5000,51.03650997,0.996813328,123,70287,Yes,,boat,70,50.36146835,0.998587444,36,5000,70287,Yes,,51.03650997,50.36146835,0.675041625,,0.996813328,0.998587444,-0.001774116
boat,70,6000,50.10654917,0.996409635,127,70287,Yes,,boat,70,49.59275001,0.998082669,27,6000,70287,Yes,,50.10654917,49.59275001,0.513799164,,0.996409635,0.998082669,-0.001673034
boat,70,7000,49.32730107,0.996089819,153,70287,Yes,,boat,70,48.95552992,0.997527022,63,7000,70287,Yes,,49.32730107,48.95552992,0.371771155,,0.996089819,0.997527022,-0.001437203
boat,70,8000,48.64990034,0.995862719,143,70287,Yes,,boat,70,48.45458539,0.996827693,58,8000,70287,Yes,,48.64990034,48.45458539,0.195314955,,0.995862719,0.996827693,-0.000964974
boat,70,9000,48.06590097,0.995713905,147,70287,Yes,,boat,70,48.06973817,0.995987008,123,9000,70287,Yes,,48.06590097,48.06973817,-0.003837198,,0.995713905,0.995987008,-0.000273103
boat,70,10000,47.58629933,0.994847684,208,70287,Yes,,boat,70,47.73067035,0.995603053,145,10000,70287,Yes,,47.58629933,47.73067035,-0.144371019,,0.994847684,0.995603053,-0.000755369
boat,70,11000,47.26447233,0.994328264,201,70287,Yes,,boat,70,47.43451857,0.99548887,148,11000,70287,Yes,,47.26447233,47.43451857,-0.170046238,,0.994328264,0.99548887,-0.001160606
boat,70,12000,47.00501724,0.993981153,215,70287,Yes,,boat,70,47.14506235,0.995323267,153,12000,70287,Yes,,47.00501724,47.14506235,-0.140045108,,0.993981153,0.995323267,-0.001342114
boat,70,13000,46.76871956,0.993685349,212,70287,Yes,,boat,70,46.88478894,0.99509588,166,13000,70287,Yes,,46.76871956,46.88478894,-0.11606938,,0.993685349,0.99509588,-0.001410531
boat,70,14000,46.54342236,0.993447993,237,70287,Yes,,boat,70,46.64158663,0.994828659,166,14000,70287,Yes,,46.54342236,46.64158663,-0.09816427,,0.993447993,0.994828659,-0.001380666
boat,70,15000,46.3105793,0.993240419,246,70287,Yes,,boat,70,46.41277873,0.994505352,147,15000,70287,Yes,,46.3105793,46.41277873,-0.102199435,,0.993240419,0.994505352,-0.001264933
boat,80,1000,61.16409306,0.999463894,90,89472,Yes,,boat,80,60.08929818,0.999929139,4,1000,89472,Yes,,61.16409306,60.08929818,1.074794881,,0.999463894,0.999929139,-0.000465245
boat,80,2000,57.91750975,0.999014619,96,89472,Yes,,boat,80,57.27230986,0.999832613,20,2000,89472,Yes,,57.91750975,57.27230986,0.645199887,,0.999014619,0.999832613,-0.000817994
boat,80,3000,56.14798312,0.998701206,134,89472,Yes,,boat,80,55.62173226,0.999704487,38,3000,89472,Yes,,56.14798312,55.62173226,0.526250858,,0.998701206,0.999704487,-0.001003281
boat,80,4000,54.83859005,0.998434173,117,89472,Yes,,boat,80,54.39803363,0.99951983,19,4000,89472,Yes,,54.83859005,54.39803363,0.440556416,,0.998434173,0.99951983,-0.001085657
boat,80,5000,53.8139691,0.998190813,123,89472,Yes,,boat,80,53.44853276,0.999306029,27,5000,89472,Yes,,53.8139691,53.44853276,0.365436336,,0.998190813,0.999306029,-0.001115216
boat,80,6000,53.00086138,0.997997919,126,89472,Yes,,boat,80,52.65868416,0.999047007,20,6000,89472,Yes,,53.00086138,52.65868416,0.342177216,,0.997997919,0.999047007,-0.001049088
boat,80,7000,52.30561895,0.99782934,111,89472,Yes,,boat,80,52.00947712,0.998753202,30,7000,89472,Yes,,52.30561895,52.00947712,0.29614183,,0.99782934,0.998753202,-0.000923862
boat,80,8000,51.67405716,0.997703073,96,89472,Yes,,boat,80,51.46397513,0.998398035,98,8000,89472,Yes,,51.67405716,51.46397513,0.210082035,,0.997703073,0.998398035,-0.000694962
boat,80,9000,51.11513799,0.997611725,105,89472,Yes,,boat,80,51.00765673,0.997945302,72,9000,89472,Yes,,51.11513799,51.00765673,0.107481257,,0.997611725,0.997945302,-0.000333577
boat,80,10000,50.60769149,0.997363507,148,89472,Yes,,boat,80,50.63550233,0.99755994,128,10000,89472,Yes,,50.60769149,50.63550233,-0.027810843,,0.997363507,0.99755994,-0.000196433
boat,80,11000,50.20355535,0.996854085,202,89472,Yes,,boat,80,50.31401995,0.997502306,87,11000,89472,Yes,,50.20355535,50.31401995,-0.110464601,,0.996854085,0.997502306,-0.000648221
boat,80,12000,49.91935491,0.996572624,194,89472,Yes,,boat,80,50.02017783,0.997418979,105,12000,89472,Yes,,49.91935491,50.02017783,-0.100822916,,0.996572624,0.997418979,-0.000846355
boat,80,13000,49.63185071,0.996331765,215,89472,Yes,,boat,80,49.73519616,0.997305963,92,13000,89472,Yes,,49.63185071,49.73519616,-0.103345447,,0.996331765,0.997305963,-0.000974198
boat,80,14000,49.35451086,0.99611719,229,89472,Yes,,boat,80,49.45984223,0.99715259,89,14000,89472,Yes,,49.35451086,49.45984223,-0.105331375,,0.99611719,0.99715259,-0.0010354
boat,80,15000,49.1059798,0.995953573,226,89472,Yes,,boat,80,49.19514891,0.996956949,84,15000,89472,Yes,,49.1059798,49.19514891,-0.08916911,,0.995953573,0.996956949,-0.001003376
boat,90,1000,65.00192696,0.999773088,62,136584,Yes,,boat,90,64.40280579,0.999969679,25,1000,136584,Yes,,65.00192696,64.40280579,0.599121168,,0.999773088,0.999969679,-0.000196591
boat,90,2000,61.92007901,0.999598088,14,136584,Yes,,boat,90,61.59664673,0.999931352,16,2000,136584,Yes,,61.92007901,61.59664673,0.323432279,,0.999598088,0.999931352,-0.000333264
boat,90,3000,60.20847102,0.999461553,22,136584,Yes,,boat,90,59.79422827,0.99987153,17,3000,136584,Yes,,60.20847102,59.79422827,0.414242753,,0.999461553,0.99987153,-0.000409977
boat,90,4000,58.91493577,0.999329537,17,136584,Yes,,boat,90,58.5703689,0.999801645,26,4000,136584,Yes,,58.91493577,58.5703689,0.344566867,,0.999329537,0.999801645,-0.000472108
boat,90,5000,57.89611124,0.999219575,76,136584,Yes,,boat,90,57.62372799,0.999712276,1,5000,136584,Yes,,57.89611124,57.62372799,0.272383247,,0.999219575,0.999712276,-0.000492701
boat,90,6000,57.09397818,0.999120284,43,136584,Yes,,boat,90,56.80304498,0.999608016,2,6000,136584,Yes,,57.09397818,56.80304498,0.290933198,,0.999120284,0.999608016,-0.000487732
boat,90,7000,56.38921797,0.999027864,27,136584,Yes,,boat,90,56.13425702,0.999486718,-7,7000,136584,Yes,,56.38921797,56.13425702,0.25496095,,0.999027864,0.999486718,-0.000458854
boat,90,8000,55.76068888,0.998950263,5,136584,Yes,,boat,90,55.5610773,0.99936013,-24,8000,136584,Yes,,55.76068888,55.5610773,0.199611582,,0.998950263,0.99936013,-0.000409867
boat,90,9000,55.23046429,0.998892593,13,136584,Yes,,boat,90,55.05227275,0.999208946,23,9000,136584,Yes,,55.23046429,55.05227275,0.178191542,,0.998892593,0.999208946,-0.000316353
boat,90,10000,54.73905483,0.998847769,30,136584,Yes,,boat,90,54.62686341,0.999043057,13,10000,136584,Yes,,54.73905483,54.62686341,0.112191425,,0.998847769,0.999043057,-0.000195288
boat,90,11000,54.30319498,0.998815527,-2,136584,Yes,,boat,90,54.24139376,0.998825404,0,11000,136584,Yes,,54.30319498,54.24139376,0.061801224,,0.998815527,0.998825404,-9.87733E-06
boat,90,12000,54.0467129,0.998695816,74,136584,Yes,,boat,90,54.02773564,0.998787791,3,12000,136584,Yes,,54.0467129,54.02773564,0.018977256,,0.998695816,0.998787791,-9.19745E-05
boat,90,13000,53.8589607,0.99860059,84,136584,Yes,,boat,90,53.84103148,0.998768127,39,13000,136584,Yes,,53.8589607,53.84103148,0.017929215,,0.99860059,0.998768127,-0.000167537
boat,90,14000,53.66528158,0.998509211,52,136584,Yes,,boat,90,53.65746755,0.998736359,-18,14000,136584,Yes,,53.66528158,53.65746755,0.007814031,,0.998509211,0.998736359,-0.000227148
boat,90,15000,53.49107129,0.998437992,76,136584,Yes,,boat,90,53.47397183,0.998698807,17,15000,136584,Yes,,53.49107129,53.47397183,0.017099459,,0.998437992,0.998698807,-0.000260815
lake,50,1000,54.82595495,0.998154013,104,55635,Yes,,lake,50,53.25252913,0.999731068,25,1000,55635,Yes,,54.82595495,53.25252913,1.573425815,,0.998154013,0.999731068,-0.001577055
lake,50,2000,51.59065273,0.996819,117,55635,Yes,,lake,50,50.19688535,0.999305386,24,2000,55635,Yes,,51.59065273,50.19688535,1.393767377,,0.996819,0.999305386,-0.002486386
lake,50,3000,49.404713,0.9957548,131,55635,Yes,,lake,50,48.43439124,0.998776104,36,3000,55635,Yes,,49.404713,48.43439124,0.970321756,,0.9957548,0.998776104,-0.003021304
lake,50,4000,47.96250589,0.995002513,143,55635,Yes,,lake,50,47.25394046,0.998089796,44,4000,55635,Yes,,47.96250589,47.25394046,0.708565427,,0.995002513,0.998089796,-0.003087283
lake,50,5000,46.81887675,0.994380867,138,55635,Yes,,lake,50,46.35073766,0.997190734,43,5000,55635,Yes,,46.81887675,46.35073766,0.468139093,,0.994380867,0.997190734,-0.002809867
lake,50,6000,45.85388152,0.993876658,151,55635,Yes,,lake,50,45.65606151,0.996088846,66,6000,55635,Yes,,45.85388152,45.65606151,0.197820005,,0.993876658,0.996088846,-0.002212188
lake,50,7000,45.11632249,0.99354607,167,55635,Yes,,lake,50,45.11871478,0.994515367,117,7000,55635,Yes,,45.11632249,45.11871478,-0.002392287,,0.99354607,0.994515367,-0.000969297
lake,50,8000,44.53382906,0.992531617,183,55635,Yes,,lake,50,44.67987171,0.993383901,155,8000,55635,Yes,,44.53382906,44.67987171,-0.146042651,,0.992531617,0.993383901,-0.000852284
lake,50,9000,44.09010285,0.991278383,232,55635,Yes,,lake,50,44.2493709,0.993155099,147,9000,55635,Yes,,44.09010285,44.2493709,-0.159268048,,0.991278383,0.993155099,-0.001876716
lake,50,10000,43.73415249,0.990593641,235,55635,Yes,,lake,50,43.86661239,0.992836811,158,10000,55635,Yes,,43.73415249,43.86661239,-0.1324599,,0.990593641,0.992836811,-0.00224317
lake,50,11000,43.38799123,0.989998934,257,55635,Yes,,lake,50,43.50457681,0.992369165,160,11000,55635,Yes,,43.38799123,43.50457681,-0.116585576,,0.989998934,0.992369165,-0.002370231
lake,50,12000,43.06551196,0.989576229,250,55635,Yes,,lake,50,43.15380112,0.991752242,162,12000,55635,Yes,,43.06551196,43.15380112,-0.08828916,,0.989576229,0.991752242,-0.002176013
lake,50,13000,42.76372821,0.989247823,247,55635,Yes,,lake,50,42.86759248,0.991058897,174,13000,55635,Yes,,42.76372821,42.86759248,-0.103864265,,0.989247823,0.991058897,-0.001811074
lake,50,14000,42.47322554,0.989029736,245,55635,Yes,,lake,50,42.57703101,0.989836841,217,14000,55635,Yes,,42.47322554,42.57703101,-0.103805473,,0.989029736,0.989836841,-0.000807105
lake,50,15000,42.08508632,0.987742276,294,55635,Yes,,lake,50,42.27485137,0.988724545,255,15000,55635,Yes,,42.08508632,42.27485137,-0.189765055,,0.987742276,0.988724545,-0.000982269
lake,60,1000,56.54335339,0.998577583,70,64782,Yes,,lake,60,54.6924936,0.999797666,8,1000,64782,Yes,,56.54335339,54.6924936,1.850859791,,0.998577583,0.999797666,-0.001220083
lake,60,2000,53.19435438,0.997381014,104,64782,Yes,,lake,60,51.74136758,0.999518523,5,2000,64782,Yes,,53.19435438,51.74136758,1.452986799,,0.997381014,0.999518523,-0.002137509
lake,60,3000,51.08736269,0.99643079,101,64782,Yes,,lake,60,49.95423234,0.999143256,11,3000,64782,Yes,,51.08736269,49.95423234,1.133130351,,0.99643079,0.999143256,-0.002712466
lake,60,4000,49.69748639,0.995797347,120,64782,Yes,,lake,60,48.82127119,0.998703078,23,4000,64782,Yes,,49.69748639,48.82127119,0.876215198,,0.995797347,0.998703078,-0.002905731
lake,60,5000,48.59885782,0.995303833,126,64782,Yes,,lake,60,47.82428937,0.998023536,28,5000,64782,Yes,,48.59885782,47.82428937,0.774568452,,0.995303833,0.998023536,-0.002719703
lake,60,6000,47.65605784,0.994894455,135,64782,Yes,,lake,60,47.11166883,0.997162359,46,6000,64782,Yes,,47.65605784,47.11166883,0.544389012,,0.994894455,0.997162359,-0.002267904
lake,60,7000,46.88852102,0.99461516,144,64782,Yes,,lake,60,46.53483265,0.996051231,77,7000,64782,Yes,,46.88852102,46.53483265,0.353688369,,0.99461516,0.996051231,-0.001436071
lake,60,8000,46.20536676,0.994388834,140,64782,Yes,,lake,60,46.10783881,0.994643169,118,8000,64782,Yes,,46.20536676,46.10783881,0.097527952,,0.994388834,0.994643169,-0.000254335
lake,60,9000,45.72672584,0.993313292,205,64782,Yes,,lake,60,45.72823095,0.994241802,148,9000,64782,Yes,,45.72672584,45.72823095,-0.001505113,,0.993313292,0.994241802,-0.00092851
lake,60,10000,45.39047417,0.99250237,239,64782,Yes,,lake,60,45.37483848,0.99408027,134,10000,64782,Yes,,45.39047417,45.37483848,0.015635687,,0.99250237,0.99408027,-0.0015779
lake,60,11000,45.06063905,0.991927349,240,64782,Yes,,lake,60,45.03571832,0.993829126,162,11000,64782,Yes,,45.06063905,45.03571832,0.02492073,,0.991927349,0.993829126,-0.001901777
lake,60,12000,44.75287754,0.99151655,261,64782,Yes,,lake,60,44.73061871,0.993498499,144,12000,64782,Yes,,44.75287754,44.73061871,0.022258834,,0.99151655,0.993498499,-0.001981949
lake,60,13000,44.46737788,0.991225387,244,64782,Yes,,lake,60,44.44958283,0.993082687,161,13000,64782,Yes,,44.46737788,44.44958283,0.017795048,,0.991225387,0.993082687,-0.0018573
lake,60,14000,44.18406365,0.990987339,234,64782,Yes,,lake,60,44.176772,0.992494943,171,14000,64782,Yes,,44.18406365,44.176772,0.007291648,,0.990987339,0.992494943,-0.001507604
lake,60,15000,43.94385484,0.990825475,237,64782,Yes,,lake,60,43.94647742,0.99170883,220,15000,64782,Yes,,43.94385484,43.94647742,-0.00262258,,0.990825475,0.99170883,-0.000883355
lake,70,1000,58.93143868,0.99905193,81,77118,Yes,,lake,70,56.99988112,0.99989207,-1,1000,77118,Yes,,58.93143868,56.99988112,1.931557559,,0.99905193,0.99989207,-0.00084014
lake,70,2000,55.59513185,0.998255406,123,77118,Yes,,lake,70,54.05143782,0.999733585,5,2000,77118,Yes,,55.59513185,54.05143782,1.543694027,,0.998255406,0.999733585,-0.001478179
lake,70,3000,53.55934085,0.997608643,131,77118,Yes,,lake,70,52.3464042,0.999529348,10,3000,77118,Yes,,53.55934085,52.3464042,1.212936652,,0.997608643,0.999529348,-0.001920705
lake,70,4000,52.08483101,0.997087949,162,77118,Yes,,lake,70,51.17620142,0.999267951,21,4000,77118,Yes,,52.08483101,51.17620142,0.908629595,,0.997087949,0.999267951,-0.002180002
lake,70,5000,50.98413609,0.996746438,151,77118,Yes,,lake,70,50.22872663,0.998903699,31,5000,77118,Yes,,50.98413609,50.22872663,0.75540946,,0.996746438,0.998903699,-0.002157261
lake,70,6000,50.10161705,0.996474482,142,77118,Yes,,lake,70,49.45413144,0.998399597,29,6000,77118,Yes,,50.10161705,49.45413144,0.647485609,,0.996474482,0.998399597,-0.001925115
lake,70,7000,49.33826955,0.996271063,148,77118,Yes,,lake,70,48.8574882,0.997771681,30,7000,77118,Yes,,49.33826955,48.8574882,0.480781347,,0.996271063,0.997771681,-0.001500618
lake,70,8000,48.65238422,0.996088719,151,77118,Yes,,lake,70,48.41936899,0.997038102,68,8000,77118,Yes,,48.65238422,48.41936899,0.233015231,,0.996088719,0.997038102,-0.000949383
lake,70,9000,48.05104142,0.995964172,153,77118,Yes,,lake,70,48.04457256,0.996129134,119,9000,77118,Yes,,48.05104142,48.04457256,0.006468858,,0.995964172,0.996129134,-0.000164962
lake,70,10000,47.66115489,0.995210675,191,77118,Yes,,lake,70,47.73382925,0.995966125,125,10000,77118,Yes,,47.66115489,47.73382925,-0.072674359,,0.995210675,0.995966125,-0.00075545
lake,70,11000,47.35869254,0.994660072,205,77118,Yes,,lake,70,47.43666426,0.995871294,146,11000,77118,Yes,,47.35869254,47.43666426,-0.077971724,,0.994660072,0.995871294,-0.001211222
lake,70,12000,47.09326057,0.994316613,233,77118,Yes,,lake,70,47.14523399,0.995734741,128,12000,77118,Yes,,47.09326057,47.14523399,-0.051973422,,0.994316613,0.995734741,-0.001418128
